$Culture, $Criticality, $Criticality Modifier, $Initial Known, $Inter-Dependency, $Dynamism, $Size, $Plan, $Team Size, <Cost, ?Score, >Completion, <Idle
0.342804518,0.891053614,5,0.504435759,68,27,3,0,2,565.600786,0.683104291,0.815668203,0.393835616
0.839789022,0.978556456,3,0.675069744,68,44,3,2,8,438.533452,0.444075865,0.846501129,0.243951613
0.643595104,0.827017743,10,0.440537063,49,8,2,4,13,912.9886493,0.6872822,0.957983193,0.300613497
0.16836931,0.972195567,8,0.593267065,97,47,0,3,15,389.9423649,0.751783979,0.9,0.470588235
0.140609639,0.829904805,2,0.671958354,76,28,1,4,42,223.9278344,0.747096843,0.971428571,0.128205128
0.62761336,0.875051664,3,0.403222061,59,19,4,4,18,480.6389055,0.466232065,0.983739837,0.425405619
0.589365996,0.921930791,7,0.661269927,38,37,2,4,38,836.8146825,0.503059733,0.614864865,0
0.549313884,0.930214234,9,0.48089528,87,5,2,3,24,1032.190504,0.746591184,0.955882353,0.556313993
0.799315548,1.076254718,3,0.521120234,17,36,1,3,10,326.7032571,0.493143503,0.914285714,0.304347826
0.49287355,0.875246932,4,0.562098636,70,46,1,2,10,276.1012565,0.535548367,0.875,0.243243243
0.815013859,1.1683658,4,0.479780927,28,12,4,0,7,889.3200785,0.635539344,0.897865854,0.145137881
0.427819083,0.953735171,8,0.619275903,62,11,1,2,43,808.9515662,0.717973581,0.880952381,0.075
0.215602707,0.91916693,8,0.551241136,76,15,2,4,12,829.1638478,0.785321412,0.913385827,0.153284672
0.556609942,0.993385679,6,0.459352228,64,20,3,4,32,1118.922344,0.637865144,0.830769231,0.010471204
0.165442256,1.129863349,6,0.590548219,37,36,2,3,33,1394.334021,0.706785662,0.903508772,0.27972028
0.31277791,0.922591623,5,0.412591015,66,33,2,3,36,729.975771,0.665933315,0.759689922,0.039215686
0.879546614,0.94049692,6,0.515212228,6,32,2,0,8,651.1954921,0.48048596,0.698924731,0
0.333162221,0.822372623,3,0.483676265,50,1,1,4,11,235.5056136,0.951652304,1,0.555555556
0.683045584,1.164469257,10,0.476827758,77,31,1,4,16,1259.505486,0.449731624,0.9375,0.181818182
0.427651836,1.172098625,8,0.568619804,93,10,4,1,23,2380.563433,0.73999035,0.939984996,0.609535681
0.568435511,1.003139615,4,0.473990642,88,6,1,3,4,312.7472011,0.775162883,0.875,0.471698113
0.384895213,0.93893511,7,0.661308448,42,5,1,4,4,526.7079791,0.889172427,0.85106383,0.183673469
0.443287762,0.822816704,3,0.402689329,48,2,2,4,40,342.7808604,0.897407495,0.986577181,0.441064639
0.602968001,1.141245011,5,0.564222617,37,44,1,2,1,500.3854408,0.55515053,0.725,0.340909091
0.381306359,1.092410049,4,0.442344222,51,6,1,3,21,351.7418416,0.853500157,0.886792453,0.160714286
0.888158552,1.182483809,4,0.558210481,85,26,3,4,43,1100.749596,0.448467408,0.973621103,0.318791946
0.69767437,1.199907209,9,0.584978389,63,5,0,2,19,1060.950298,0.783339401,1,0.294117647
0.165722906,1.091462174,3,0.450132571,57,7,2,1,22,441.7523637,0.897032248,0.915492958,0.657894737
0.469279906,0.869829031,3,0.625473037,91,48,2,4,17,316.9504918,0.447035282,0.871621622,0.128378378
0.779108937,0.993779775,8,0.475580634,71,7,1,2,38,856.7450871,0.635997262,1,0.383333333
0.794241466,0.838003793,3,0.650470888,6,30,1,0,22,279.5353067,0.4138114,0.8,0.142857143
0.346923069,0.896785926,6,0.646430638,63,49,4,4,18,938.1372777,0.506185461,0.921771218,0.244404114
0.733754504,0.827496679,6,0.613194575,25,18,3,1,39,809.7531737,0.614603777,0.78989899,0.16985138
0.561301028,1.06126479,10,0.648422165,22,19,0,4,32,496.0576929,0.626803581,1,0.3
0.715324942,1.021332519,8,0.688482688,70,4,3,1,23,1470.906232,0.845735393,0.857466063,0.252465483
0.814691928,0.923021688,4,0.543378768,70,33,2,1,25,439.2640335,0.55151411,0.888888889,0.403508772
0.521786459,1.014809717,6,0.529404211,33,21,2,5,42,1045.279799,0.667413661,0.839285714,0.342657343
0.100805099,0.822506863,6,0.523607698,74,20,3,4,7,554.974748,0.795972596,0.954716981,0.426303855
0.404604325,0.927833608,6,0.60096174,67,7,2,5,43,783.340269,0.785962687,0.851851852,0.375565611
0.673125873,0.952250122,10,0.469089013,18,36,2,3,40,1244.411209,0.486390174,0.963636364,0.326271186
0.30499775,1.112790333,9,0.632196223,37,12,0,2,37,1128.247229,0.960677436,0.777777778,0
0.620072559,1.021972788,3,0.462887452,27,6,2,4,17,318.5896069,0.705337394,0.983050847,0.295546559
0.515802775,0.968695156,2,0.676848729,60,28,2,2,6,202.3869603,0.567238038,0.875,0.263157895
0.867738359,1.039474817,7,0.551369393,92,13,0,0,23,445.2588371,0.509323954,0.851851852,0.115384615
0.281528058,0.947641412,10,0.644690631,79,1,2,0,12,1251.924615,0.986798489,0.841121495,0.02173913
0.458388837,0.840923542,7,0.694902685,73,14,2,1,5,555.4770468,0.641881351,0.90625,0.522633745
0.779082426,0.946257536,7,0.462800581,81,6,3,4,31,1284.489191,0.685122344,0.99009901,0.379844961
0.737978176,1.105757317,5,0.630620146,4,21,2,4,37,779.2162967,0.548987524,0.903614458,0.074074074
0.116755384,1.076468255,7,0.558347715,21,1,1,3,18,641.3755406,0.992762883,0.857142857,0
0.507706845,0.845722926,5,0.498541871,29,32,2,4,15,446.4664749,0.509994999,0.84375,0.079545455
0.816185687,0.970685478,9,0.674063428,46,40,4,1,9,1411.459414,0.485583633,0.883768913,0.291620728
0.670478563,0.909607743,2,0.698727988,87,34,2,4,18,179.5689518,0.442935837,0.892857143,0.18699187
0.532782613,0.845104023,8,0.584016144,64,24,3,5,39,1193.750073,0.580087864,0.759550562,0.298755187
0.889788248,0.918841568,5,0.417080304,99,24,2,5,39,604.6492071,0.45624245,0.914473684,0.308457711
0.342765448,0.844739512,3,0.612813008,80,22,3,1,25,379.0322947,0.660327675,0.894927536,0.564757709
0.512350419,0.9124736,3,0.522492723,19,42,1,1,28,299.4641269,0.57418568,0.944444444,0.540540541
0.626349235,1.141097216,6,0.694618079,84,15,0,2,27,156.141369,0.618240191,0.333333333,0
0.473127883,1.139465633,5,0.636457277,1,9,0,0,30,379.9356786,0.724221502,0.875,0.5625
0.156212075,0.904014961,2,0.42374563,30,31,2,2,35,239.2624005,0.756334035,0.625,0.011627907
0.257972338,0.85389448,9,0.693138561,54,4,1,3,17,589.7548111,0.938892419,0.86440678,0
0.768486922,1.187480785,8,0.483127574,51,10,1,1,25,1148.374077,0.669583913,0.844444444,0.155555556
0.514176553,0.877711674,7,0.565594646,85,37,2,1,30,630.7708661,0.502900176,0.741721854,0
0.245283545,0.965789571,3,0.568691949,46,46,1,3,16,288.7602316,0.611800953,0.953488372,0.280701754
0.783002743,0.895264906,3,0.595078469,86,5,2,4,7,288.4210368,0.687873944,0.948387097,0.447368421
0.766857378,1.057604208,7,0.687692685,63,50,3,2,32,1459.670534,0.442749063,0.898550725,0.17699115
0.511928204,1.022765138,9,0.42745501,76,5,3,2,37,1688.680115,0.77013677,0.9375,0.498381877
0.438879902,0.824270037,7,0.571736099,46,40,1,3,8,482.8077174,0.55704839,0.595744681,0.034482759
0.310002372,0.884944282,6,0.661504825,22,26,2,1,22,637.3608792,0.715029421,0.851239669,0.155737705
0.38372137,1.122144533,4,0.409850787,99,27,1,3,43,727.5222793,0.533187581,0.966666667,0.216216216
0.698428198,1.016490192,7,0.502274195,31,48,3,3,12,1071.370392,0.418856726,0.940229885,0.310286678
0.528802658,1.084370719,4,0.598153116,76,16,1,0,7,353.5324828,0.823867129,0.625,0
0.807910912,1.047260749,4,0.429927176,14,35,1,3,5,335.9743968,0.440709086,0.655172414,0.025641026
0.821291816,0.854301231,8,0.644845705,39,12,2,1,24,1025.174624,0.681154464,0.835051546,0
0.3463922,1.07077025,6,0.500413577,78,32,1,2,16,813.9101539,0.544764207,0.96969697,0.584415584
0.47760505,1.192228762,3,0.450556109,88,13,3,1,23,599.0606397,0.700453368,0.903292181,0.398630137
0.563523881,1.090483387,3,0.521042904,82,29,3,1,30,599.9396069,0.561456413,0.893842887,0.50817757
0.789385641,1.01101973,5,0.613110417,20,29,1,1,41,787.848236,0.266355855,0.8125,0
0.138392671,0.91054585,7,0.452201212,38,30,0,1,11,421.217848,0.684175651,1,0.615384615
0.656174311,1.123810841,6,0.648331753,80,23,1,4,40,943.6131053,0.563244195,0.972972973,0.12195122
0.450597189,1.124557844,3,0.49835878,56,20,1,4,8,253.1259097,0.565596617,0.9625,0.280373832
0.150584034,0.91457618,9,0.421823911,99,38,4,2,29,1651.416482,0.711802319,0.865979381,0.132743363
0.36394506,1.052574268,3,0.649405479,19,41,1,1,14,298.5739672,0.489961423,0.666666667,0
0.480906295,1.093332462,3,0.548809311,46,49,3,3,9,453.8677594,0.473469916,0.919075145,0.307692308
0.781594776,0.902837043,5,0.444592982,46,3,2,2,16,578.0223806,0.846113323,0.897637795,0.245033113
0.57335942,1.069711727,9,0.690920318,53,47,3,3,19,1552.769519,0.50529092,0.623684211,0
0.79255104,1.091131337,3,0.452175983,1,44,1,1,8,236.9920823,0.555924943,0.857142857,0.27027027
0.275952604,0.859777792,2,0.555360029,80,30,0,5,32,118.2789115,0.140443401,0.428571429,0.25
0.898491132,0.906453789,6,0.652853995,5,3,2,4,3,547.4303991,0.78220612,0.927419355,0.536290323
0.42912217,0.899245963,7,0.429101969,83,18,3,5,17,955.0332813,0.671775303,0.893246187,0.420084866
0.468202344,0.88545212,4,0.654813152,1,1,0,0,28,209.7710292,0.960621796,0.818181818,0.307692308
0.837105636,1.185759061,7,0.479440814,15,3,2,1,30,1414.546265,0.815141595,0.899371069,0.592592593
0.376030669,1.053004815,3,0.582823956,33,27,2,2,22,493.615351,0.621551832,0.8,0.058823529
0.813230154,0.953487583,10,0.687228128,95,4,4,1,12,1635.226464,0.879690633,0.72452565,0
0.695070087,1.170377923,6,0.693994496,30,4,4,1,19,1654.159283,0.838282998,0.884789157,0.416003976
0.657389543,0.908540546,6,0.645040086,11,20,1,4,20,403.2755085,0.477145985,0.955555556,0.338461538
0.561839229,0.966624679,10,0.557216895,79,50,3,1,38,1925.87972,0.440653599,0.653333333,0.115523466
0.341063378,1.14096146,9,0.560623018,52,32,0,4,26,993.5320778,0.670267672,0.5,0
0.557962839,1.037131683,7,0.58360881,58,26,3,3,21,1172.345243,0.529202522,0.939922481,0.285714286
0.717782766,0.981599278,6,0.52542452,84,8,2,4,20,787.2706503,0.608376044,0.992248062,0.455319149
0.231895952,0.987966937,2,0.665504227,69,7,0,2,3,77.41623141,0.837821495,1,0.583333333
0.618070742,1.141179085,6,0.404492053,35,42,2,2,27,975.8805079,0.463454241,0.943820225,0.222222222
0.294525259,0.952579829,4,0.560300158,4,18,1,4,18,355.4010652,0.804487321,0.642857143,0
0.275991295,1.115287242,7,0.463246004,11,40,2,2,12,959.2570672,0.64178646,0.769784173,0.044642857
0.883406864,0.986589176,9,0.563136838,2,47,1,5,9,652.4883955,0.402424155,0.865671642,0.15942029
0.890001245,1.06686911,7,0.509486275,5,44,4,0,6,1369.352816,0.438597911,0.701672862,0.019480519
0.542283597,1.195571493,8,0.49726015,9,16,0,2,21,610.1747623,0.637285675,0.875,0.125
0.253751668,0.945800475,6,0.468724516,23,12,0,5,18,364.6070465,0.964659429,0.8,0
0.372150737,1.003296096,7,0.42375727,41,9,2,4,40,1166.150487,0.773414663,0.983739837,0.24375
0.600530623,0.973630166,2,0.435657413,35,28,3,3,18,292.6646971,0.502489988,0.923954373,0.241809672
0.24461534,1.195519607,10,0.487813633,75,30,3,1,40,3014.372475,0.710382347,0.869834711,0.483435583
0.58789293,1.065628377,4,0.615503697,46,6,2,0,28,723.0948734,0.746187209,0.972477064,0.231884058
0.152527115,0.84310537,4,0.696909725,8,28,2,3,34,487.1980716,0.699728344,0.903448276,0.251428571
0.468587716,1.107964047,2,0.513997331,33,12,1,0,23,190.22304,0.626473884,0.98245614,0.317073171
0.43933812,1.045684172,5,0.514532155,74,11,3,4,8,742.3610457,0.756144591,0.850094877,0.100401606
0.142043521,0.92118511,2,0.608271393,21,3,1,2,17,175.2568543,0.969048372,0.909090909,0.253731343
0.191235383,1.062784002,4,0.64309166,74,32,3,2,40,788.9232631,0.671338451,0.945080092,0.160569106
0.30142639,1.022017511,4,0.402607991,1,2,1,1,43,562.3680008,0.930434485,0.893617021,0.58
0.167032902,0.875239329,8,0.493929582,12,28,1,2,7,648.3777238,0.787884883,0.652173913,0.189189189
0.704162511,0.910073691,5,0.547334593,74,22,3,3,39,806.7603186,0.505374,0.973251029,0.451911935
0.725226508,1.186188363,6,0.636071948,76,33,2,4,30,1103.317563,0.478137863,0.637254902,0
0.390146754,1.198682513,8,0.579898973,45,47,1,3,20,1407.773618,0.584098612,0.96875,0.38
0.6493021,1.008280646,10,0.522693627,24,4,2,1,26,1328.105369,0.864179996,0.762589928,0.220588235
0.57929213,0.923029316,3,0.484864892,9,46,0,3,26,150.5252873,0.417635595,0.909090909,0.473684211
0.404069344,0.954253267,4,0.550855774,27,27,3,1,29,730.6546306,0.666198564,0.826196474,0.127659574
0.194440506,0.839425911,10,0.460401603,53,14,2,3,25,974.1671209,0.770224008,0.958041958,0.426778243
0.317450104,1.175301315,4,0.446574819,39,29,1,3,28,590.0576615,0.586967512,0.970588235,0.5875
0.105335376,1.19517012,8,0.558707434,78,2,3,2,13,1876.025847,0.984609553,0.912442396,0.144708423
0.854089427,0.957374081,4,0.482133913,58,11,1,2,38,435.6782584,0.62239301,0.696969697,0
0.519600208,1.051997312,10,0.629387575,13,30,2,0,18,1547.696947,0.508633561,0.917910448,0.206451613
0.744065858,1.036915891,7,0.658041675,77,39,2,4,10,928.5189544,0.467215944,0.550458716,0.016393443
0.297503532,1.068060408,2,0.635705141,66,6,1,2,12,224.2593402,0.912395929,0.578947368,0
0.470040054,0.835424113,7,0.645090878,67,45,1,3,19,546.7697196,0.445198557,0.553191489,0
0.54049872,1.140018858,6,0.600690638,28,3,2,5,11,848.3318166,0.930661142,0.852760736,0.014184397
0.510603136,0.828141649,4,0.466496961,10,46,2,1,16,577.7544313,0.47796641,0.827160494,0.417391304
0.438506974,1.187803506,8,0.664639877,61,12,1,1,5,859.5867257,0.842064392,0.581395349,0
0.619719749,0.85397119,3,0.670955747,80,45,0,1,41,113.6853111,0.246636503,0.6,0
0.579244671,1.119543133,5,0.419861541,31,48,2,2,16,707.6942125,0.408901206,0.747663551,0
0.302829588,0.921111899,9,0.633215388,20,41,2,1,32,1350.318596,0.576135037,0.913793103,0.539130435
0.12585005,1.083309719,3,0.530145661,86,33,4,3,4,544.7435985,0.809665363,0.657917019,0.048959608
0.36039658,0.868180727,3,0.52411553,76,41,3,2,34,495.4608662,0.524610421,0.974712644,0.37920937
0.889959495,1.147010459,4,0.407081066,77,21,1,2,9,564.4793417,0.468132231,0.933333333,0.416666667
0.502667259,1.111838985,2,0.510621573,78,4,2,1,32,347.4046781,0.862811269,0.935185185,0.555066079
0.357713062,0.952033042,6,0.501554432,31,28,2,5,20,828.8544309,0.61443481,0.915384615,0.383419689
0.446573492,0.831957847,3,0.678853023,61,11,1,1,29,276.0960315,0.78307644,0.916666667,0.3125
0.763940588,1.118586162,6,0.583782037,95,10,3,2,30,1323.286834,0.677421131,0.865461847,0.0907173
0.481164791,0.936479469,9,0.466693902,17,23,2,0,33,1099.124982,0.503351278,0.975308642,0.355102041
0.597489069,0.840564919,3,0.686931227,7,36,3,2,23,432.8346164,0.51554277,0.652087475,0.015015015
0.274322303,1.063593806,8,0.417777126,9,30,1,3,12,705.3234009,0.716814556,0.630434783,0.033333333
0.634533603,0.951822622,3,0.436089389,54,11,2,5,42,407.7101574,0.723408705,0.852459016,0
0.715133816,0.877155485,7,0.563628774,88,35,2,1,33,833.4111087,0.583539719,0.927419355,0.58781362
0.258663102,1.165054837,6,0.53274914,57,44,2,3,8,1046.900629,0.56497734,0.734513274,0.087912088
0.198028889,0.953850944,4,0.522960559,56,18,2,1,40,524.1500456,0.774764777,0.911392405,0.532467532
0.135299855,0.887807447,2,0.598564304,61,17,3,2,3,248.6290428,0.863165175,0.773049645,0.208232446
0.307276059,0.947155144,4,0.645754072,93,34,3,2,41,777.2611388,0.712275909,0.623529412,0
0.358310774,0.971340272,2,0.685292083,30,26,2,5,21,238.1433838,0.6494708,0.929347826,0.483383686
0.438761167,0.996002977,6,0.604789334,78,47,1,2,33,710.7083209,0.535675111,0.914893617,0.085106383
0.413325575,1.112912943,6,0.534398541,54,20,3,3,9,1046.812675,0.572947015,0.951965066,0.451572327
0.65324311,1.140590025,8,0.504368945,65,26,1,1,13,913.8669937,0.556246457,0.866666667,0.315789474
0.730810789,1.060962026,10,0.559623766,72,23,3,1,34,2064.798397,0.561252005,0.873913043,0.298429319
0.596647646,1.195962216,8,0.585232761,95,17,1,1,17,939.8532659,0.500390794,0.552631579,0
0.546671848,0.993542718,6,0.572868332,75,42,2,3,26,948.5227942,0.527509082,0.732673267,0
0.720313502,0.923838015,2,0.577853665,9,41,4,3,41,434.0677759,0.459637918,0.808510638,0.06993007
0.217824486,1.135991427,7,0.460806046,4,20,0,4,21,275.3203231,0.804645137,1,0
0.22597361,1.125050535,6,0.465725451,23,3,2,2,35,1292.933588,0.949772943,0.967479675,0.105263158
0.671877514,1.010938512,9,0.47435664,69,40,1,2,5,650.4850479,0.44556169,0.836734694,0.254545455
0.27093724,0.932491596,2,0.586390316,82,35,2,4,36,241.7556227,0.558087876,0.988235294,0.259911894
0.243948755,1.039612857,9,0.542824851,14,9,2,4,10,1077.095372,0.908970351,0.647435897,0.009803922
0.712997906,0.947236539,9,0.456696701,60,45,2,5,37,1491.10801,0.486339206,0.883333333,0.511520737
0.479436369,0.931259003,5,0.653364917,6,50,1,3,15,411.7475366,0.420106672,0.666666667,0.083333333
0.103411002,1.110882467,3,0.476448524,7,16,1,4,38,409.0313392,0.85723871,1,0.325581395
0.391595415,1.072893106,8,0.558786989,33,50,2,3,34,1442.561066,0.46672011,0.684210526,0
